user_id,email,first_name,last_name
67,ole@ucsd.edu,William,Edwards
68,johnstonjennifer@brown university.edu,Jennifer,Mcknight
69,jason06@umass.edu,Keith,Ramsey
70,sharon91@brown university.edu,Michelle,Sutton
71,kristen74@brown university.edu,Tina,Morales
72,jamescoleman@uci.edu,Adam,Burns
73,crodgers@usd.edu,Randall,Ponce
74,ashley08@usd.edu,Cameron,Woods
75,qdyer@uci.edu,Megan,Nash
76,michael76@harvard.edu,Cody,Morris
77,rwright@ucsf.edu,Valerie,Jacobs
78,halekrystal@usd.edu,Justin,Sampson
79,kwoods@ucsd.edu,Richard,Stewart
80,rhondatorres@berkeley.edu,Anthony,Johnson
81,malonelisa@university of maryland.edu,Dennis,Taylor
82,mcleanlorraine@ucsd.edu,Zoe,Collins
83,iclark@umass.edu,Michael,Livingston
84,linda34@umass.edu,Kimberly,Glenn
85,dray@mit.edu,Kelly,Williams
86,davidluna@stanford.edu,Kimberly,Park
87,robert50@virginia tech.edu,Cynthia,Lyons
88,gboyer@brown university.edu,Daniel,Hall
89,gordonjonathan@uci.edu,Spencer,Duncan
90,drakefrederick@uci.edu,Brian,Lawson
91,fieldsjustin@ucr.edu,Ronald,Guzman
92,jeremydavis@penn state.edu,Donald,Shepard
93,tcolon@yale university.edu,Wendy,Wolfe
94,vshort@ucsf.edu,Brian,Conner
95,cheyennehuang@washington state.edu,Samantha,Jackson
96,anthony21@virginia tech.edu,Richard,Gordon
97,fdickerson@berkeley.edu,Amber,Townsend
98,javiercardenas@ucsf.edu,Melissa,Guerra
99,osullivan@mit.edu,James,Flores
100,rachelleach@umass.edu,Denise,Poole
101,brenda68@ucr.edu,James,Garcia
102,brendahawkins@penn state.edu,Sandra,Burton
103,patrick08@ucla.edu,Shawn,Pearson
104,coxglenn@brown university.edu,Erik,Evans
105,aboyd@ucr.edu,Eric,Myers
106,sbullock@uci.edu,April,Miller
107,lowejeffrey@university of maryland.edu,John,Kelly
108,wwalters@ucsd.edu,Karen,Daniel
109,joshua45@usd.edu,Jeremiah,Brooks
110,susanmahoney@virginia tech.edu,Nicole,Parker
111,johnny11@berkeley.edu,Stuart,Skinner
112,xharris@mit.edu,Lisa,Elliott
113,kylesutton@mit.edu,Jon,Johnson
114,umosley@ucsd.edu,Timothy,Garcia
115,tonyhartman@washington state.edu,Janet,Tran
116,michaelcox@uci.edu,Dr.,Troy
117,deborahcarr@washington state.edu,Evan,Barron
118,smithlacey@uci.edu,James,Martinez
119,shannonsullivan@uci.edu,Laura,Russell
120,kentandre@university of maryland.edu,Carolyn,Coleman
121,marcrobinson@usd.edu,James,Stark
122,lichristina@usd.edu,Barry,Rose
123,mcgeemarissa@berkeley.edu,David,Rogers
124,danielmartinez@university of maryland.edu,Sandra,Mueller
125,cynthiagonzalez@harvard.edu,Kenneth,Patrick
126,solomonkayla@ucsf.edu,Ashley,Bridges
127,acostarebecca@ucsd.edu,Jason,Hall
128,christineallen@university of maryland.edu,Gabriella,Maldonado
129,dianelang@usd.edu,Brent,Flowers
130,jaclynsmith@umass.edu,Michelle,Walker
131,jeffbell@penn state.edu,Kyle,Howard
132,nicholas96@harvard.edu,Martin,Reeves
133,troytaylor@ucla.edu,Jennifer,Kim
134,andrea42@berkeley.edu,Travis,Yu
135,williamsjohn@uci.edu,Johnny,Anderson
136,kenneth30@ucr.edu,Jane,Schneider
137,anthonypoole@penn state.edu,Randy,Lopez
138,lwilson@ucr.edu,Karen,Carter
139,jaymcdowell@penn state.edu,Sara,Lopez
140,caitlyn96@uci.edu,Kaylee,Rivera
141,cfrazier@yale university.edu,Katherine,Marshall
142,pdavis@mit.edu,Patricia,Moreno
143,jonespaul@ucsf.edu,Jacqueline,Meyer
144,hunterpatricia@nyu.edu,Michael,Waller
145,fpratt@usd.edu,Dr.,Robert
146,twhite@berkeley.edu,Henry,Dunn
147,theresamcconnell@brown university.edu,Patricia,Jones
148,qedwards@brown university.edu,Danielle,Flores
149,mnelson@nyu.edu,Jonathon,Bell
150,erika54@usd.edu,Frank,Manning
151,nicholas41@stanford.edu,Mary,Briggs
152,zachary47@nyu.edu,Caleb,Wright
153,xblevins@ucsd.edu,Anthony,Williams
154,bbaker@penn state.edu,Rachel,Kennedy
155,dylan36@ucr.edu,Ashley,Gray
156,robinmcgrath@ucsd.edu,Danielle,Peterson
157,dmartin@virginia tech.edu,Dennis,Roberts
158,jennifer06@mit.edu,Kimberly,Erickson
159,reillymary@brown university.edu,Mrs.,Jennifer
160,sarahsanchez@university of maryland.edu,Laura,Cooper
161,cunninghamtonya@mit.edu,Ryan,Casey
162,hbishop@uci.edu,Justin,Palmer
163,jenningsjeffrey@berkeley.edu,Christine,Anderson
164,stevefernandez@ucla.edu,William,Johnston
165,gerald87@berkeley.edu,Wayne,Johnson
166,laurenvaughn@penn state.edu,Manuel,Hicks
167,matthewberg@ucr.edu,John,Tran
168,dawn82@usd.edu,Richard,Massey
169,cgraham@washington state.edu,Amy,Diaz
170,hannahgoodman@umass.edu,James,Alexander
171,jennifer28@ucsf.edu,Misty,Dean
172,bblanchard@harvard.edu,Daniel,Weaver
173,frankbennett@yale university.edu,George,Ferrell
174,michaelsanchez@ucla.edu,James,Wilson
175,sean41@ucla.edu,Diana,Silva
176,angela81@ucsf.edu,Samantha,Garcia
177,thomas63@washington state.edu,Ryan,Bowman
178,alexanderjimenez@brown university.edu,Jessica,Trevino
179,martinezrebecca@penn state.edu,Michael,Stanley
180,brianrogers@washington state.edu,Donna,Cox
181,walkerregina@umass.edu,Laura,Wade
182,jerrycarroll@umass.edu,Robert,Bonilla
183,fosterdanielle@mit.edu,Jason,Schwartz
184,dicksondanielle@stanford.edu,Robert,Knight
185,lisa47@university of maryland.edu,Jason,Williams
186,normanrobert@ucla.edu,David,Combs
187,kellycopeland@berkeley.edu,Sabrina,Lawrence
188,nicole53@uci.edu,Nicholas,Thomas
189,mcgrathnancy@washington state.edu,Ruben,Burke
190,gilbertamy@yale university.edu,Jeffrey,Peterson
191,danathompson@stanford.edu,Maria,Ramirez
192,wlamb@berkeley.edu,Johnny,Jones
193,courtneydavis@ucsd.edu,Amy,Gray
194,moniqueparks@washington state.edu,Larry,Owens
195,jamesgarcia@usd.edu,Andrew,Jones
196,wcooke@harvard.edu,Edward,Sanchez
197,morgan02@mit.edu,Johnny,Mason
198,christopher48@umass.edu,Amy,Brown
199,dianalee@university of maryland.edu,Angela,Bennett
200,derekwatson@mit.edu,Dawn,Rodriguez
201,joshuastone@ucr.edu,Beth,Wagner
202,courtney80@ucsd.edu,Joyce,Young
203,kaylee40@mit.edu,Heidi,Lopez
204,qfarrell@brown university.edu,Christine,Smith
205,garrettalicia@penn state.edu,Matthew,Schultz
206,browncatherine@harvard.edu,Stephanie,Schmidt
207,susanreeves@brown university.edu,Erin,Lane
208,qlynch@umass.edu,Isabel,Oneill
209,mejiaholly@virginia tech.edu,Richard,Blair
210,andersonmarissa@umass.edu,Kayla,Robinson
211,sandraharris@ucr.edu,Andrew,Robbins
212,bmiller@berkeley.edu,Briana,Campbell
213,ajoseph@berkeley.edu,Dominique,Harper
214,marvin99@ucla.edu,Catherine,Ramirez
215,matthewjames@harvard.edu,Steven,Ferguson
216,bgarcia@uci.edu,David,Brandt
217,eguerrero@university of maryland.edu,Traci,Wilson
218,jonesrachel@university of maryland.edu,Stephen,Knox
219,jamesamber@ucsf.edu,Thomas,Bell
220,alex53@washington state.edu,Joshua,Anderson
221,davidrichardson@berkeley.edu,Leslie,Gray
222,murphydavid@stanford.edu,Patricia,Young
223,steinjanet@ucsd.edu,Kathleen,Fowler
224,kevin99@mit.edu,Terry,Walker
225,craigpark@uci.edu,Linda,Marquez
226,yholloway@harvard.edu,Leah,Tran
227,jade24@ucsf.edu,Zachary,Long
228,clarkeric@uci.edu,Shelly,Boyle
229,cody56@uci.edu,Laura,Lewis
230,josephclark@penn state.edu,Stephanie,Chavez
231,bjohnson@yale university.edu,Mr.,Jose
232,heathergordon@mit.edu,Carl,Grant
233,sylvia01@ucsf.edu,Leah,Sutton
234,zmacdonald@nyu.edu,Ashley,Thornton
235,usavage@stanford.edu,Kimberly,Nichols
236,browncatherine@ucsf.edu,Daniel,Rogers
237,fpeterson@umass.edu,Jessica,Brown
238,aaronrojas@ucla.edu,Sara,Collins
239,amy56@ucsf.edu,Timothy,Rhodes
240,amybarnes@ucr.edu,Kristina,Adams
241,wilsonstephanie@yale university.edu,Joshua,Brown
242,sharon74@umass.edu,Christine,Andrews
243,cbowen@uci.edu,Anna,Floyd
244,michael70@mit.edu,Barbara,Thompson
245,qflores@washington state.edu,Candice,Gonzalez
246,darnold@penn state.edu,Lance,Mclean
247,michaelfitzpatrick@berkeley.edu,Casey,Stewart
248,david94@stanford.edu,Jacqueline,Davis
249,ssantiago@nyu.edu,Mark,Griffin
250,jessicacollins@umass.edu,Johnathan,Lynn
251,herringjennifer@washington state.edu,Tanner,Peters
252,snyderrobin@berkeley.edu,Anna,Conley
253,briannaporter@virginia tech.edu,Edward,Johnson
254,patricia39@yale university.edu,Danielle,Miller
255,david77@nyu.edu,Oscar,Simmons
256,sarahvilla@harvard.edu,Gloria,Smith
257,xwoods@university of maryland.edu,Joseph,Ford
258,danielmoyer@usd.edu,Kevin,Le
259,ksmith@brown university.edu,Scott,Figueroa
260,joshuaglover@harvard.edu,Cindy,Rice
261,lawrence19@stanford.edu,Michael,Wise
262,danielkelly@uci.edu,David,Rodriguez
263,barbara50@virginia tech.edu,Robin,White
264,leachrobert@stanford.edu,Amanda,Finley
265,qhoward@university of maryland.edu,Brian,Perez
266,briantaylor@uci.edu,Gavin,Fowler
267,garybutler@berkeley.edu,Alec,Graves
268,fwilliams@yale university.edu,Anthony,Marks
269,ashley24@berkeley.edu,Cindy,Vang
270,johnware@usd.edu,Kelly,Cobb
271,fuentescheryl@nyu.edu,Danielle,Jackson
272,douglasmartinez@ucr.edu,Marie,Daniel
273,cruzwilliam@virginia tech.edu,Denise,Montoya
274,zoe75@ucsf.edu,Alexis,Singleton
275,charleshendricks@ucr.edu,Natasha,Allen
276,mcintoshmichelle@ucla.edu,Mrs.,Denise
277,tara53@stanford.edu,Steven,Diaz
278,kimberly18@mit.edu,Sherri,Thomas
279,mannchristopher@ucr.edu,Louis,Mitchell
280,pcook@nyu.edu,Erika,Pearson
281,susan99@ucla.edu,Robert,Moore
282,nroman@mit.edu,Tonya,Walker
283,donald59@mit.edu,Jimmy,Smith
284,codyford@umass.edu,Diana,Atkinson
285,kevin32@brown university.edu,Timothy,Weeks
286,alyssamiller@nyu.edu,Jacqueline,Vaughan
287,silvateresa@mit.edu,Samantha,Smith
288,angela00@berkeley.edu,Jeffrey,Roach
289,walkerbrandon@ucsd.edu,John,Buck
290,robertbrown@university of maryland.edu,Amanda,Ray
291,hevans@umass.edu,Rebecca,Brown
292,warrenkenneth@ucla.edu,Brian,Cowan
293,jennaosborn@ucla.edu,Lisa,Obrien
294,jessehowe@virginia tech.edu,Amy,Odom
295,brianfletcher@stanford.edu,Donald,Bradley
296,wernerjessica@virginia tech.edu,Carolyn,Kim
297,blakerodney@university of maryland.edu,Kevin,Wood
298,meaganmartin@ucsd.edu,Aaron,Randall
299,david96@ucsf.edu,Heather,Andrade
300,coledunn@berkeley.edu,Chase,Odonnell
301,amandadavis@university of maryland.edu,John,Ewing
302,foxbrandi@brown university.edu,Christopher,Fuller
303,fwarren@ucr.edu,Savannah,George
304,qsingleton@ucla.edu,Lori,Leonard
305,birdbradley@virginia tech.edu,Alyssa,Matthews
306,andrew41@ucsf.edu,Mr.,Joel
307,ucisneros@ucsf.edu,Christopher,Martin
308,tammynewton@ucsf.edu,Dustin,Brown
309,brendamills@umass.edu,John,Young
310,urobinson@brown university.edu,Willie,Johnson
311,qvelazquez@ucsf.edu,Gary,Blanchard
312,timothymartin@university of maryland.edu,Kerri,Cochran
313,uhorn@ucsf.edu,Kelli,Wiggins
314,jennifer20@yale university.edu,Oscar,Vazquez
315,bjackson@ucr.edu,Caleb,Perez
316,martinjamie@berkeley.edu,Luis,Soto
317,hernandezbrian@virginia tech.edu,Terry,Garrison
318,kevin82@ucr.edu,Jason,Parrish
319,halltimothy@berkeley.edu,Adam,Barnett
320,katherineporter@mit.edu,Ivan,Weiss
321,bradley27@ucla.edu,Dustin,Duncan
322,april01@ucr.edu,Donna,Campbell
323,juarezscott@virginia tech.edu,Tiffany,Nolan
324,foleygeorge@washington state.edu,Paula,Brown
325,lisa13@umass.edu,Tiffany,Bryant
326,allisonhoover@washington state.edu,Thomas,Garcia
327,robertlee@ucsd.edu,Susan,Dominguez
328,cheryl12@washington state.edu,Molly,Hicks
329,dwayne86@brown university.edu,Gene,Jones
330,bentonashley@nyu.edu,Maria,Reed
331,matthewmartin@brown university.edu,Vicki,Johnson
332,philip27@umass.edu,Melissa,Gonzalez
333,alexander49@ucsd.edu,Mr.,Charles
334,jfriedman@penn state.edu,Kendra,Bradley
335,andrew37@usd.edu,Amanda,Preston
336,hernandezangela@ucr.edu,Cheryl,Steele
337,rebekah79@university of maryland.edu,Christina,Jones
338,sullivaneric@berkeley.edu,Bradley,Serrano
339,lindseylisa@virginia tech.edu,Jeremy,Green
340,marknielsen@uci.edu,Dalton,Lee
341,mgonzalez@mit.edu,Aaron,Ford
342,valeriewalker@brown university.edu,Michael,Chandler
343,akennedy@penn state.edu,Jennifer,Payne
344,bellkathleen@ucsd.edu,Casey,Marshall
345,christian28@stanford.edu,Karen,Hays
346,ugordon@umass.edu,Walter,Barker
347,tracy86@ucr.edu,Lindsay,Cooke
348,amanda42@berkeley.edu,Samantha,Green
349,tlamb@university of maryland.edu,Michael,Aguilar
350,guzmanshannon@umass.edu,Diana,Stephenson
351,marie41@yale university.edu,Roger,Schroeder
352,teresathompson@stanford.edu,Joshua,Boyd
353,jeffery54@uci.edu,Emma,Moss
354,mark93@berkeley.edu,Robert,Cross
355,tdorsey@mit.edu,Rebecca,Hunter
356,kathleen83@usd.edu,Daniel,Evans
357,jessica91@virginia tech.edu,Jenny,Benton
358,joanna08@ucla.edu,Derrick,Williams
359,conleynicholas@stanford.edu,Dr.,David
360,richardabbott@virginia tech.edu,Carolyn,Williams
361,speterson@stanford.edu,James,Molina
362,psmith@penn state.edu,Ashley,Williams
363,baldwinshelby@university of maryland.edu,Julia,Cunningham
364,donaldcampbell@ucr.edu,David,Webb
365,patrick34@ucr.edu,Kelly,Willis
366,oscar54@virginia tech.edu,Catherine,Stevens
367,rspencer@university of maryland.edu,Christopher,Wilkins
368,samantha22@penn state.edu,Taylor,Arroyo
369,joel00@brown university.edu,Jamie,Meadows
370,kaitlynalexander@university of maryland.edu,Matthew,Griffin
371,millsmonica@washington state.edu,Brian,Ho
372,penny12@university of maryland.edu,Craig,Myers
373,christopherwang@penn state.edu,Justin,Johnson
374,larryjohnson@brown university.edu,Daisy,Wilson
375,davidyu@virginia tech.edu,Mr.,Tyler
376,bellcalvin@mit.edu,Katherine,Cantrell
377,jacksonelizabeth@virginia tech.edu,Megan,Little
378,aliciafitzgerald@washington state.edu,Kelly,Galloway
379,sotopatricia@ucla.edu,Chloe,Hensley
380,kimberly06@uci.edu,Teresa,Maynard
381,jaredmitchell@usd.edu,Aaron,Roth
382,kylesmith@ucsf.edu,Micheal,Taylor
383,valenciadiana@ucsf.edu,Joseph,Smith
384,nataliepatterson@berkeley.edu,Kathryn,Brown
385,mitchelljulia@ucla.edu,Glenn,Coleman
386,wewing@virginia tech.edu,Olivia,Baker
387,eric31@ucr.edu,Lee,Graham
388,kevinjones@usd.edu,Richard,Lewis
389,sonyaanderson@yale university.edu,Lindsay,Reed
390,marthahopkins@berkeley.edu,Kathryn,Hampton
391,kingmegan@uci.edu,Amanda,Hall
392,murphyjacob@harvard.edu,Marcus,Robinson
393,iharris@washington state.edu,Michael,Carson
394,tmaynard@brown university.edu,John,Roth
395,phillipsvincent@washington state.edu,James,Stewart
396,tinahinton@virginia tech.edu,Kendra,Burnett
397,chull@stanford.edu,Richard,Rice
398,christina22@uci.edu,Tanner,Edwards
399,hhill@ucsd.edu,Sandra,Hughes
400,kellymoody@stanford.edu,Leslie,Diaz
401,dallen@ucr.edu,Mrs.,Stephanie
402,alexander81@virginia tech.edu,Bryan,Wood
403,yhoward@umass.edu,Brian,Hickman
404,amanda45@washington state.edu,George,Hill
405,ghughes@nyu.edu,Brenda,Jordan
406,huynhrachel@brown university.edu,Joy,Rodgers
407,opruitt@mit.edu,Katherine,Reyes
408,wluna@brown university.edu,Jacob,Barnes
409,ballmary@university of maryland.edu,Tricia,Robertson
410,chelsea13@washington state.edu,Barbara,Smith
411,christopherbarton@brown university.edu,Andrew,Brooks
412,jeremy39@mit.edu,Emily,Carlson
413,howardamanda@usd.edu,Brian,Anderson
414,wheelerrita@mit.edu,Ms.,Kimberly
415,andrewdunlap@ucla.edu,Megan,Mcbride
416,michael47@umass.edu,Yesenia,Cherry
417,bharris@umass.edu,Meredith,Cantu
418,jhardy@yale university.edu,Alicia,Mcdonald
419,nicholasrice@usd.edu,Christina,Robinson
420,lisarogers@brown university.edu,Kathryn,Malone
421,brian32@washington state.edu,Donald,Mckay
422,sotopaul@brown university.edu,John,Moreno
423,kleindominic@ucla.edu,Ann,Golden
424,nicholas54@harvard.edu,Michael,Cook
425,butleradam@harvard.edu,Mary,Morris
426,carlsonholly@mit.edu,Jeffrey,Burns
427,elizabeth26@harvard.edu,Denise,Foster
428,connor69@ucr.edu,Amanda,Mejia
429,amanda52@yale university.edu,Donald,Monroe
430,henryemily@university of maryland.edu,Elizabeth,Wilson
431,patrickproctor@berkeley.edu,Kevin,Walsh
432,michael59@usd.edu,Susan,Gay
433,xwang@virginia tech.edu,James,Medina
434,butlerbruce@mit.edu,Kristen,Patel
435,montesgloria@ucr.edu,Michele,Thomas
436,phayes@stanford.edu,Jason,Frederick
437,ashley74@yale university.edu,Cindy,Vaughn
438,kimberly68@harvard.edu,Johnny,Gould
439,ashley42@virginia tech.edu,Tony,Mason
440,jeffrey66@umass.edu,Tammy,Diaz
441,latoya38@ucsd.edu,Randall,Johnson
442,nstewart@ucr.edu,Nicole,Dickerson
443,caldwelloscar@berkeley.edu,Jacqueline,Davis
444,melissawright@washington state.edu,Jennifer,Estrada
445,natalieknight@ucla.edu,Rhonda,Sutton
446,susan71@mit.edu,Brittney,Castillo
447,ericwalker@uci.edu,Erica,King
448,kenttaylor@mit.edu,John,Frank
449,jackpennington@ucr.edu,Miguel,Soto
450,dawnmurphy@ucsf.edu,Diane,Brady
451,burtonalisha@university of maryland.edu,Russell,Carroll
452,hendersonashlee@usd.edu,James,Foley
453,christina03@umass.edu,Brenda,Walker
454,brian89@stanford.edu,Kimberly,Marks
455,stevenconner@uci.edu,Joel,Adams
456,turnerjohn@mit.edu,Linda,Ewing
457,bfreeman@ucsd.edu,Tiffany,Martin
458,raymond43@yale university.edu,Carla,Moyer
459,mwilliams@ucsf.edu,Andrew,Mccoy
460,amanda58@harvard.edu,Daniel,Simmons
461,lwright@penn state.edu,Lisa,Mckinney
462,comptonnicole@berkeley.edu,Kyle,Robinson
463,duffythomas@stanford.edu,Robert,Larson
464,codymiller@umass.edu,Lisa,Aguilar
465,charlesbenjamin@nyu.edu,Samantha,Potts
466,cbartlett@yale university.edu,Ryan,Reid
467,craighogan@washington state.edu,Christine,Lopez
468,woodwardjamie@ucsf.edu,Deanna,Robinson
469,lisa21@harvard.edu,David,Grimes
470,dsmith@harvard.edu,Richard,Stevens
471,imyers@ucsf.edu,Cassandra,Foster
472,vwilliams@yale university.edu,Sandra,Charles
473,xyoung@university of maryland.edu,David,Allen
474,hthompson@ucsd.edu,Jose,Adams
475,dbrown@mit.edu,Dana,Park
476,parkerpatrick@ucr.edu,Vincent,Russell
477,briannastrickland@nyu.edu,Catherine,Moore
478,maria90@nyu.edu,Bobby,Patrick
479,michael40@ucsf.edu,Monica,Perez
480,katrinabuck@ucsf.edu,Lisa,Green
481,erikchapman@mit.edu,Jessica,Cervantes
482,cheyenneadams@usd.edu,Stefanie,Crawford
483,taylorcarla@nyu.edu,Sarah,Coleman
484,richardmiller@ucsd.edu,Kristine,Keller
485,robert74@nyu.edu,Deborah,May
486,mchristian@uci.edu,Nicholas,Davis
487,campbellpriscilla@washington state.edu,Benjamin,Browning
488,cherylruiz@virginia tech.edu,Natalie,Acosta
489,derekaguirre@uci.edu,Jill,Baker
490,christinabradford@harvard.edu,Glenn,Wallace
491,patricia91@ucla.edu,Jennifer,Evans
492,alexisperry@mit.edu,Mrs.,Brandy
493,rebekahmorgan@university of maryland.edu,Mitchell,Cabrera
494,rsmith@virginia tech.edu,Valerie,Tyler
495,smithjason@brown university.edu,Casey,Duncan
496,jlee@yale university.edu,Virginia,Johnson
497,jennifergomez@brown university.edu,Pamela,Lopez
498,armstrongsherry@ucr.edu,Derrick,Bates
499,sandragarcia@umass.edu,Brad,Martinez
